Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,40,0.87,0,2.09,,1/7/14,30/9/15
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Pressure sores,PSI_3_ULCER,No Different than the National Rate,975,0.19,0,0.84,,1/7/14,30/9/15
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,1334,0.37,0.08,0.67,,1/7/14,30/9/15
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,1243,0.1,0.02,0.18,,1/7/14,30/9/15
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,189,4.47,2.02,6.92,,1/7/14,30/9/15
10001,DEKALB REGIONAL MEDICAL CENTER,200 MED CENTER DRIVE,FORT PAYNE,AL,35968,DE KALB,2568453150,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.91,0.54,1.28,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,186,2.4,1.4,3.9,,1/4/13,31/3/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,228,16.8,13.5,20.4,,1/7/13,30/6/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,71,3.7,2.1,6.3,,1/7/13,30/6/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,231,6.6,4.7,9,,1/7/13,30/6/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,387,14.1,11.4,17.4,,1/7/13,30/6/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,412,16.7,13.7,19.9,,1/7/13,30/6/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,186,15.1,11.8,19.2,,1/7/13,30/6/16
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,No Different than the National Rate,592,1.17,0.27,2.06,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,No Different than the National Rate,390,8.82,2.03,15.61,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,1219,3.5,1.04,5.97,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,547,5.77,2.34,9.19,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,187,1.99,0,4.16,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,239,0.78,0,1.94,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Pressure sores,PSI_3_ULCER,No Different than the National Rate,773,0.57,0,1.2,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,52,144.83,104.62,185.04,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,4037,0.35,0.08,0.62,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,3338,0.11,0.03,0.19,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,1123,4.93,2.84,7.02,,1/7/14,30/9/15
10001,SHELBY BAPTIST MEDICAL CENTER,1000 FIRST STREET NORTH,ALABASTER,AL,35007,SHELBY,2056208100,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.94,0.65,1.23,,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/4/13,31/3/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Death rate for stroke patients,MORT_30_STK,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,31,4.18,0.64,7.72,,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Pressure sores,PSI_3_ULCER,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,35,0.4,0.09,0.7,,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,33,0.1,0.02,0.18,,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,31,4.66,2.16,7.16,,1/7/14,30/9/15
10001,CALLAHAN EYE HOSPITAL,1720 UNIVERSITY BLVD,BIRMINGHAM,AL,35233,JEFFERSON,2053258100,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.85,0.49,1.21,,1/7/14,30/9/15
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Better than the National Rate,383,1.7,1,2.7,,1/4/13,31/3/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,34,14.6,11.1,18.7,,1/7/13,30/6/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,381,7.6,5.6,10.1,,1/7/13,30/6/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,370,12.3,9.7,15.6,,1/7/13,30/6/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,419,17.8,14.7,21.4,,1/7/13,30/6/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,137,15.5,11.7,20.4,,1/7/13,30/6/16
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,COLBERT,2563864556,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,43,4,2.4,6.9,,1/4/13,31/3/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/13,30/6/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,105,6,4.1,8.7,,1/7/13,30/6/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,77,12.6,9.2,17,,1/7/13,30/6/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,142,14.5,11.3,18.4,,1/7/13,30/6/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/13,30/6/16
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,No Different than the National Rate,88,1.11,0.15,2.06,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,No Different than the National Rate,76,12.99,3.47,22.52,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,88,4.74,1.27,8.21,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,74,5.37,1.2,9.53,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Pressure sores,PSI_3_ULCER,No Different than the National Rate,603,0.19,0,0.86,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,873,0.38,0.08,0.68,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,612,0.1,0.02,0.18,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,83,4.72,2.2,7.23,,1/7/14,30/9/15
10001,DALE MEDICAL CENTER,126 HOSPITAL AVE,OZARK,AL,36360,DALE,3347742601,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,1,0.64,1.37,,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/4/13,31/3/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/13,30/6/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Death rate for CABG,MORT_30_CABG,Not Available,Not Available,Not Available,Not Available,Not Available,5 - Results are not available for this reporting period.,1/7/13,30/6/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,57,7.8,5.2,11.1,,1/7/13,30/6/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,32,13.5,9.4,18.9,,1/7/13,30/6/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,91,18.1,13.5,23.9,,1/7/13,30/6/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Death rate for stroke patients,MORT_30_STK,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/13,30/6/16
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Pressure sores,PSI_3_ULCER,No Different than the National Rate,326,0.24,0,0.99,,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,7 - No cases met the criteria for this measure.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,444,0.39,0.09,0.7,,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,429,0.1,0.02,0.18,,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1 - The number of cases/patients is too few to report.,1/7/14,30/9/15
10001,CHEROKEE MEDICAL CENTER,400 NORTHWOOD DR,CENTRE,AL,35960,CHEROKEE,2569275531,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,1,0.59,1.4,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,547,2.7,1.8,3.9,,1/4/13,31/3/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,329,13,10.6,16,,1/7/13,30/6/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Death rate for CABG,MORT_30_CABG,Worse than the National Rate,175,5.7,3.5,9.1,,1/7/13,30/6/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,211,10,7.7,12.8,,1/7/13,30/6/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,436,11.7,9.5,14.3,,1/7/13,30/6/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,236,16.9,14,20.4,,1/7/13,30/6/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,318,14.8,11.9,18,,1/7/13,30/6/16
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Postoperative Acute Kidney Injury Requiring Dialysis Rate,PSI_10_POST_KIDNEY,No Different than the National Rate,1142,0.9,0.04,1.76,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Postoperative Respiratory Failure Rate,PSI_11_POST_RESP,No Different than the National Rate,848,10.34,3.71,16.97,,1/7/14,30/9/15
